시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
중랑동부시장(동부골목시장),상설장,서울특별시 중랑구 동일로109길 31-5,서울특별시 중랑구 면목동 183-118,매일,37.59150529,127.0784896,105,농산물+가공식품,,,Y,Y,1970,02-437-8155,2025-11-10,B553077,소상공인시장진흥공단
우림골목시장,상설장,서울특별시 중랑구 망우로62길 52-4,서울특별시 중랑구 망우동 463-44,매일,37.59677029,127.0982661,123,농산물+축산물+수산물+가공식품,,http://urimsijang.co.kr/,Y,Y,1970,02-436-3598,2025-11-10,B553077,소상공인시장진흥공단
아트프라자,상설장,서울특별시 중구 마장로1길 28,서울특별시 중구 신당동 213-67,매일,37.56918604,127.0128249,391,의류+신발+가정용품+근린생활서비스,,,Y,N,1990,02-2236-1768,2025-11-10,B553077,소상공인시장진흥공단
자유상가,상설장,서울특별시 중구 남대문로 36,서울특별시 중구 회현동1가 202-1,매일,37.56095891,126.9797744,71,가정용품+근린생활서비스,,,Y,N,1973,02-753-0787,2025-11-10,B553077,소상공인시장진흥공단
황학시장,상설장,서울특별시 중구 퇴계로85길 36,서울특별시 중구 황학동 442,매일,37.56738265,127.0197632,110,축산물+수산물+가공식품+음식점,,,N,N,2017,02-2235-3040,2025-11-10,B553077,소상공인시장진흥공단
우정시장,상설장,울산광역시 중구 당산5길 10,울산광역시 중구 우정동 285-1,매일,35.5546219,129.3100695,96,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1976,,2025-11-10,B553077,소상공인시장진흥공단
옥골시장,상설장,울산광역시 중구 중앙시장길17-7,울산광역시 중구 옥교동 125-13,매일,35.55522127,129.3229683,78,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2010,052-242-0015,2025-11-10,B553077,소상공인시장진흥공단
중앙전통시장,상설장,울산광역시 중구 중앙시장길 2,울산광역시 중구 옥교동 275-4,매일,35.55518019,129.3222945,301,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1974,052-246-6660,2025-11-10,B553077,소상공인시장진흥공단
웰컴시티,상설장,울산광역시 중구 젊음의2거리 29,울산광역시 중구 성남동 219-119,매일,35.5532821,129.319792,119,가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2021,052-716-2560,2025-11-10,B553077,소상공인시장진흥공단
성남프라자,상설장,울산광역시 중구 중앙3길 6,울산광역시 중구 성남동 190-239,매일,35.55451452,129.3175561,123,축산물+의류+신발+가정용품+음식점,,,Y,Y,1992,052-243-5678,2025-11-10,B553077,소상공인시장진흥공단
서동시장,상설장,울산광역시 중구 동천5길 12,울산광역시 중구 서동 38-6,매일,35.58134597,129.3469851,79,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2009,,2025-11-10,B553077,소상공인시장진흥공단
반구시장,상설장,울산광역시 중구 반구정14길 13,울산광역시 중구 반구동 448-9,매일,35.55838456,129.3434151,82,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2012,052-293-0879,2025-11-10,B553077,소상공인시장진흥공단
신울산종합시장,상설장,울산광역시 중구 서원6길 11,울산광역시 중구 반구동 100-1,매일,35.56123791,129.3373619,67,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1984,,2025-11-10,B553077,소상공인시장진흥공단
선우시장,상설장,울산광역시 중구 곽남14길 37,울산광역시 중구 남외동 385-3,매일,35.57119003,129.3421705,63,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,,2025-11-10,B553077,소상공인시장진흥공단
병영시장,상설장,울산광역시 중구 병영로14,울산광역시 중구 남외동 257-1,매일,35.57055602,129.3462842,81,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1970,,2025-11-10,B553077,소상공인시장진흥공단
덕하시장(덕하공설시장),상설장,울산광역시 울주군 청량읍 덕하장터길 9,울산광역시 울주군 청량읍 상남리 574-4,2일+7일,35.49170116,129.3059222,51,농산물+수산물+의류+가정용품+음식점,,,Y,Y,1916,,2025-11-10,B553077,소상공인시장진흥공단
곡천공설시장,상설장,울산광역시 울주군 웅촌면 곡천동문길 20-22,울산광역시 울주군 웅촌면 곡천리320-2,1일+6일,35.46589516,129.2099662,,농산물+수산물,,,Y,Y,,,2025-11-10,B553077,소상공인시장진흥공단
명덕시장,상설장,대구광역시 남구 대명로 57길 10-46,대구광역시 남구 대명동 141-1,매일,35.84479169,128.5882688,40,농산물+축산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1967,053-651-9810,2025-11-10,B553077,소상공인시장진흥공단
덕신1차시장,상설장+5일장,,울산광역시 울주군 온산읍 덕신리 1280-21,5일+10일,35.43524428,129.3093532,36,농산물+수산물+가공식품,,,Y,N,1991,,2025-11-10,B553077,소상공인시장진흥공단
덕신2차시장,상설장+5일장,울산광역시 울주군 온산읍 신온7길 69,울산광역시 울주군 온산읍 덕신리 429,5일+10일,35.42934746,129.3100214,23,농산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1992,,2025-11-10,B553077,소상공인시장진흥공단
언양알프스시장,상설장,울산광역시 울주군 언양읍 장터1길 12-1,울산광역시 울주군 언양읍 남부리 174-1,2일+7일,35.5637023,129.1252974,173,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,2011,052-254-5728,2025-11-10,B553077,소상공인시장진흥공단
언양종합상가시장,상설장,울산광역시 울주군 언양읍 장터1길22,울산광역시 울주군 언양읍 남부리 124-2,매일,35.56370129,129.1256944,90,농산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1984,052-254-0896,2025-11-10,B553077,소상공인시장진흥공단
언양공설시장,상설장,,울산광역시 울주군 언양읍 남부리 336-20,2일+7일,35.56280807,129.1258239833,57,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1915,,2025-11-10,B553077,소상공인시장진흥공단
봉계공설시장,상설장+4일장,울산광역시 울주군 두동면 계명3길 9,울산광역시 울주군 두동면 봉계리 525,4일+9일,35.71338448,129.1991813,18,농산물+가공식품+음식점+근린생활서비스,,,Y,Y,1941,,2025-11-10,B553077,소상공인시장진흥공단
화봉시장(화봉종합시장),상설장,울산광역시 북구 상방로 94,울산광역시 북구 화봉동 448-2,매일,35.5888166,129.3658234,47,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1996,,2025-11-10,B553077,소상공인시장진흥공단
호계공설시장,상설장,울산광역시 북구 호계3길 17-11,울산광역시 북구 호계동 869-1,1일+6일,35.62361423,129.3557466,73,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2000,052-295-7398,2025-11-10,B553077,소상공인시장진흥공단
월봉시장,상설장,울산광역시 동구 화정6길 16,울산광역시 동구 화정동 640-17,매일,35.4949801,129.4248453,136,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1980,052-234-8997,2025-11-10,B553077,소상공인시장진흥공단
대송시장,상설장,울산광역시 동구 대송1길 49,울산광역시 동구 화정동 167-15,매일,35.49947701,129.4212232,83,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1991,052-252-7344,2025-11-10,B553077,소상공인시장진흥공단
전하시장 상점가,상설장,울산광역시 동구 녹수7길 32,울산광역시 동구 전하동 450-32,매일,35.51378343,129.4307337,82,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,052-252-8100,2025-11-10,B553077,소상공인시장진흥공단
동울산종합시장,상설장,울산광역시 동구 진성14길 77,울산광역시 동구 전하동 661-1,매일,35.50883546,129.4254273,68,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1983,052-232-7337,2025-11-10,B553077,소상공인시장진흥공단
남목마성시장,상설장,울산광역시 동구 남목17길 9,울산광역시 동구 동부동 310-2,매일,35.54272923,129.427385,126,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,052-234-5530,2025-11-10,B553077,소상공인시장진흥공단
자유시장,상설장,강원특별자치도 원주시 중앙시장길 11,강원특별자치도 원주시 중앙동 57,매일,37.35023035,127.9486266,438,가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,033-746-5037,2025-11-10,B553077,소상공인시장진흥공단
양동경열로시장,상설장,광주광역시 서구 경열로 140-1,광주광역시 서구 양동 307-28,매일,35.15367146,126.900842,75,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2012,062-368-5247,2025-11-10,B553077,소상공인시장진흥공단
양동산업용품시장,상설장,광주광역시 서구 독립로 205,광주광역시 서구 양동 62-1,매일,35.15117026,126.9066176,135,근린생활서비스,,,Y,Y,2008,,2025-11-10,B553077,소상공인시장진흥공단
양동수산전통시장,상설장,광주광역시 서구 천변좌로 246번길 16,광주광역시 서구 양동 5-254,매일,35.15323947,126.9016656,107,축산물+수산물+가공식품+음식점,,,Y,Y,2005,,2025-11-10,B553077,소상공인시장진흥공단
양동복개상가,상설장,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,매일,35.15359895,126.903926,268,의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1971,062-364-3702,2025-11-10,B553077,소상공인시장진흥공단
북평민속시장,상설장+3일장,강원특별자치도 동해시 오일장길 32,강원특별자치도 동해시 북평동 15-5,3일+8일,37.48246871,129.1260256,140,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1930,033-522-1141,2025-11-10,B553077,소상공인시장진흥공단
양동닭전길시장,상설장,광주광역시 서구 천변좌로 262번길 4,광주광역시 서구 양동 5-56,매일,35.1528177,126.9039928,151,농산물+축산물+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2005,062-365-0239,2025-11-10,B553077,소상공인시장진흥공단
광주양동시장,상설장,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,매일,35.15390747,126.9025538,116,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1969,062-363-0815,2025-11-10,B553077,소상공인시장진흥공단
중흥시장,상설장,광주광역시 북구 중흥로 154,광주광역시 북구 중흥동 684,매일,35.1616112,126.9108534,51,농산물+축산물+수산물+가공식품+근린생활서비스,,,N,N,1977,062-515-8504,2025-11-10,B553077,소상공인시장진흥공단
동부시장,상설장,광주광역시 북구 중문로9번길 39,광주광역시 북구 중흥동 272-6,매일,35.1738826,126.9163398,36,농산물+음식점+근린생활서비스,,,Y,Y,1981,062-264-3430,2025-11-10,B553077,소상공인시장진흥공단
운암시장,상설장,광주광역시 북구 대자로 87,광주광역시 북구 운암동 94-7,매일,35.1733763,126.8820026,64,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1981,062-527-1719,2025-11-10,B553077,소상공인시장진흥공단
말바우시장,상설장+4일장,광주광역시 북구 동문대로97번길 55,광주광역시 북구 우산동 190-1,2일+4일+7일+9일,35.1729756,126.9213684,441,농산물+축산물+수산물+음식점,,,Y,Y,2005,062-262-4082,2025-11-10,B553077,소상공인시장진흥공단
두암시장,상설장,광주광역시 북구 금녕길 23,광주광역시 북구 두암동 856-5,매일,35.17157442,126.9293831,26,농산물+축산물+수산물+가공식품,,,Y,Y,1981,,2025-11-10,B553077,소상공인시장진흥공단
남광주시장,상설장,광주광역시 동구 제봉로17번길 18-6,광주광역시 동구 학동 84-23,매일,35.13929961,126.9208082,197,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1975,,2025-11-10,B553077,소상공인시장진흥공단
남광주해뜨는시장,상설장,광주광역시 동구 제봉로17번길 13-6,광주광역시 동구 학동 55-57,매일,35.13896721,126.9212584,50,농산물+축산물+수산물,,,Y,Y,1975,,2025-11-10,B553077,소상공인시장진흥공단
산수시장,상설장,광주광역시 동구 필문대로192번길 17-1,광주광역시 동구 산수동 558-58,매일,35.15348435,126.929739,80,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,2014,,2025-11-10,B553077,소상공인시장진흥공단
대인시장,상설장,광주광역시 동구 제봉로194번길 10,광주광역시 동구 대인동 309-3,매일,35.15409833,126.917243,289,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1976,062-223-3001,2025-11-10,B553077,소상공인시장진흥공단
밤고개자연시장(구 내덕자연시장),상설장,충청북도 청주시 청원구 공항로 58번길 14,충청북도 청주시 청원구 내덕동 396-7,매일,36.66241616,127.4886473,43,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1985,043-217-1112,2025-11-10,B553077,소상공인시장진흥공단
무등시장,상설장,광주광역시 남구 군분로27,광주광역시 남구 주월동 974-107,매일,35.13592608,126.8945422,89,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,062-651-4584,2025-11-10,B553077,소상공인시장진흥공단
덕산면전통시장,상설장+4일장,충청북도 제천시 덕산면 약초로 3길 24,충청북도 제천시 덕산면 도전리 431-2,4일+9일,36.90858319,128.1679776,44,가공식품+음식점,,,Y,Y,2007,043-651-9417,2025-11-10,B553077,소상공인시장진흥공단
우산매일시장,상설장,광주광역시 광산구 우산로,광주광역시 광산구 우산동 1612- 1,매일,35.16218922,126.8035258,44,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1991,,2025-11-10,B553077,소상공인시장진흥공단
샘고을시장,상설장,전북특별차치도 정읍시 태평6길 25,전북특별차치도 정읍시 시기동 280-4,매일,35.56288287,126.8551048,250,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1914,063-534-6661,2025-11-10,B553077,소상공인시장진흥공단
송정매일시장,상설장,광주광역시 광산구 송정로 29번길 64,광주광역시 광산구 송정동 813-1,매일,35.13745243,126.7968406,41,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,,2025-11-10,B553077,소상공인시장진흥공단
송정5일시장,3일장,광주광역시 광산구 광산로30번길 65,광주광역시 광산구 송정동 884-1,3일+8일,35.13708297,126.7969059,147,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
비아5일시장,상설장,광주광역시 광산구 비아중앙로 26-1,광주광역시 광산구 비아동 83-5,1일+6일,35.22135885,126.8252669,49,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
죽도농산물시장,상설장,경상북도 포항시 북구 죽도시장2길 18,경상북도 포항시 북구 죽도동 5-22,매일,36.03457995,129.3679641,458,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1971,054-247-7888,2025-11-10,B553077,소상공인시장진흥공단
청하시장,상설장,경상북도 포항시 북구 청하면 청하로 200번길 4,경상북도 포항시 북구 청하면 미남리 382-3,1일+6일,36.19707872,129.339670,34,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
민락회타운시장,상설장,부산광역시 수영구 민락수변로 1,부산광역시 수영구 민락동 181-84,매일,35.15555236,129.1238191,60,축산물+수산물,,,Y,Y,1990,051-757-3000,2025-11-10,B553077,소상공인시장진흥공단
두류종합시장,상설장,대구광역시 달서구 당산동길 9,대구광역시 달서구 성당동 704-5,매일,35.84548989,128.5451496,32,가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,1984,,2025-11-10,B553077,소상공인시장진흥공단
상원시장,상설장,대구광역시 달서구 상인로9,대구광역시 달서구 상인동 1582-4,매일,35.80903113,128.5512909,70,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,2008,,2025-11-10,B553077,소상공인시장진흥공단
대동시장,상설장,대구광역시 달서구 상원로 22-24,대구광역시 달서구 상인동 1472-1,매일,35.81166479,128.5377894,104,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,Y,2007,,2025-11-10,B553077,소상공인시장진흥공단
상인영남화성상가,상설장,대구광역시 달서구 상인서로 76,대구광역시 달서구 상인동 1517,매일,35.81651479,128.5425742,62,농산물+축산물+수산물+가공식품+가정용품+음식점+근린생활서비스,,,Y,Y,1993,,2025-11-10,B553077,소상공인시장진흥공단
보성은하상가,상설장,대구광역시 달서구 월곡로 320,대구광역시 달서구 상인동 42,매일,35.82357763,128.5342978,32,농산물+가공식품+가정용품+음식점+근린생활서비스,,,Y,Y,1994,,2025-11-10,B553077,소상공인시장진흥공단
춘천동부시장,상설장,강원특별자치도 춘천시 동부시장길8,강원특별자치도 춘천시 운교동 183,매일,37.87723546,127.7341739,142,가공식품+의류+음식점,,,Y,Y,1988,033-254-2235,2025-11-10,B553077,소상공인시장진흥공단
달서송림시장,상설장,대구광역시 달서구 구마로 176,대구광역시 달서구 본동 225-1,매일,35.83685925,128.5470628,50,농산물+의류+신발+음식점+근린생활서비스,,,Y,Y,1983,,2025-11-10,B553077,소상공인시장진흥공단
대구예전우시장,상설장,대구광역시 달서구 야외음악당로47길 111,대구광역시 달서구 두류동 136-6,매일,35.85853653,128.5620298,56,가공식품+가정용품+음식점,,,Y,N,2011,,2025-11-10,B553077,소상공인시장진흥공단
신내당시장,상설장,대구광역시 달서구 야외음악당로39길 62,대구광역시 달서구 두류동 486-1,매일,35.85461519,128.5538543,87,가공식품+가정용품+음식점,,,Y,Y,1981,,2025-11-10,B553077,소상공인시장진흥공단
서대구시장,상설장,대구광역시 달서구 명덕로2길 30,대구광역시 달서구 두류동 1216-1,매일,35.86059821,128.5706868,77,농산물+축산물+가공식품,,,Y,Y,1970,,2025-11-10,B553077,소상공인시장진흥공단
도원시장,상설장,대구광역시 달서구 도원로동길 8,대구광역시 달서구 도원동 1437-1,매일,35.80756953,128.5367189,56,농산물+축산물+수산물+가공식품,,,Y,Y,2007,,2025-11-10,B553077,소상공인시장진흥공단
대곡시장,상설장,대구광역시 달서구 도원로24,대구광역시 달서구 도원동 1432,매일,35.80758537,128.535454,95,가공식품+음식점,,,Y,Y,2007,,2025-11-10,B553077,소상공인시장진흥공단
월성청구시장,상설장,,대구광역시 달서구 월성동 89-2,매일,35.82752932,128.5311131,185,의류+가정용품,,,Y,Y,1993,053-633-1162,2025-11-10,B553077,소상공인시장진흥공단
서남신시장,상설장,대구광역시 달서구 달구벌대로329길 10,대구광역시 달서구 감삼동 62-4,매일,35.85400583,128.5459007,130,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://blog.naver.com/seonam5659,Y,Y,2006,053-562-1222,2025-11-10,B553077,소상공인시장진흥공단
서남시장,상설장,대구광역시 달서구 달구벌대로 329길 17,대구광역시 달서구 감삼동 55-5,매일,35.85436588,128.5451779,46,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1984,053-565-3226,2025-11-10,B553077,소상공인시장진흥공단
대명신시장,상설장,대구광역시 남구 성당로60길 46,대구광역시 남구 대명동 2282-2,매일,35.85774192,128.5766374,58,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2011,053-621-5380,2025-11-10,B553077,소상공인시장진흥공단
봉덕시장,상설장,대구광역시 남구 대봉로17길5-3,대구광역시 남구 봉덕동 961-39,매일,35.84571394,128.6036931,87,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1972,053-472-8922,2025-11-10,B553077,소상공인시장진흥공단
춘천풍물시장,상설장,강원특별자치도 춘천시 영서로 2352-54,강원특별자치도 춘천시 온의동 148-1,2일+7일,37.86622785,127.7195853,145,농산물+수산물+음식점,,,Y,Y,2010,033-253-5814,2025-11-10,B553077,소상공인시장진흥공단
영선신시장,상설장,대구광역시 남구 중앙대로48길 36,대구광역시 남구 대명동 2014-204,매일,35.85230042,128.5929228,117,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,2006,053-472-6001,2025-11-10,B553077,소상공인시장진흥공단
성당시장,상설장,대구광역시 남구 성당로 196,대구광역시 남구 대명동 3023-23,매일,35.85017533,128.5729677,90,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1971,053-621-0433,2025-11-10,B553077,소상공인시장진흥공단
인제시장,상설장+4일장,강원특별자치도 인제군 인제읍 인제로 178번길 14,강원특별자치도 인제군 인제읍 상동리 264-20,4일+9일,38.06709944,128.1710826,92,농산물+축산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1955,033-463-3336,2025-11-10,B553077,소상공인시장진흥공단
대명시장,상설장,대구광역시 남구 명덕로 60,대구광역시 남구 대명동 2276-5,매일,35.85840896,128.5771586,110,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1975,053-621-5380,2025-11-10,B553077,소상공인시장진흥공단
남부시장,상설장,대구광역시 남구 현충로 19길43,대구광역시 남구 대명동 797-1,매일,35.84140021,128.5769336,106,가공식품+음식점+근린생활서비스,,,Y,N,1971,,2025-11-10,B553077,소상공인시장진흥공단
광덕시장,상설장,대구광역시 남구 자유6길50,대구광역시 남구 대명동 460-1,매일,35.83719185,128.582417,88,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,N,1971,,2025-11-10,B553077,소상공인시장진흥공단
관문시장,상설장,대구광역시 남구 관문시장2길 43,대구광역시 남구 대명동 1160,매일,35.83553597,128.5590519,122,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1972,,2025-11-10,B553077,소상공인시장진흥공단
관문상가시장,상설장,대구광역시 남구 월배로 494,대구광역시 남구 대명동 1135-4,매일,35.836547,128.5572825,211,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,053-627-0021,2025-11-10,B553077,소상공인시장진흥공단
대명중앙시장,상설장,대구광역시 남구 대명로20길 56,대구광역시 남구 대명동 1040-1,매일,35.83680695,128.5677124,77,농산물+축산물+수산물+가공식품+음식점,,,Y,Y,1976,,2025-11-10,B553077,소상공인시장진흥공단
복현전통신시장,상설장,대구광역시 북구 경진로1길 68,대구광역시 북구 복현동 457-8,매일,35.89327545,128.619193,66,음식점,,,N,N,2011,,2025-11-10,B553077,소상공인시장진흥공단
동대구신시장,상설장,대구광역시 북구 대현로 100,대구광역시 북구 대현동 270-8,매일,35.88219175,128.6097877,98,음식점,,,Y,Y,2010,053-939-7721,2025-11-10,B553077,소상공인시장진흥공단
동대구시장,상설장,대구광역시 북구 대현로20길 30,대구광역시 북구 대현동 390,매일,35.88107854,128.6090909,77,농산물+음식점,,,Y,Y,1969,,2025-11-10,B553077,소상공인시장진흥공단
팔달신시장,상설장,대구광역시 북구 팔달로33길59,대구광역시 북구 노원동3가 750,매일,35.89068549,128.5659616,520,농산물+축산물+수산물,,,Y,Y,1976,053-357-4953,2025-11-10,B553077,소상공인시장진흥공단
팔달시장,상설장,대구광역시 북구 팔달로 37길11,대구광역시 북구 노원동2가 375,매일,35.88904235,128.5708569,53,음식점,,,N,N,1969,,2025-11-10,B553077,소상공인시장진흥공단
구암시장,상설장,대구광역시 북구 태암남로11길 18,대구광역시 북구 구암동 693,매일,35.926612,128.5541609,40,가공식품,,,N,N,2010,,2025-11-10,B553077,소상공인시장진흥공단
관음시장,상설장,대구광역시 북구 관음중앙로 28길1,대구광역시 북구 관음동 1284,매일,35.94492263,128.5472275,32,농산물,,,Y,N,2009,,2025-11-10,B553077,소상공인시장진흥공단
동구시장,상설장,대구광역시 동구 효목로 8,대구광역시 동구 효목동 533,매일,35.87405704,128.6395727,125,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1977,053-744-6565,2025-11-10,B553077,소상공인시장진흥공단
공항시장,상설장,대구광역시 동구 해동로3길 6,대구광역시 동구 지저동 694-41,매일,35.8963962,128.6382503,26,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1985,,2025-11-10,B553077,소상공인시장진흥공단
송라시장,상설장,대구광역시 동구 동부로5길 10,대구광역시 동구 신천동 537-13,매일,35.87448493,128.6153117,47,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1963,,2025-11-10,B553077,소상공인시장진흥공단
동대구역전시장,상설장,대구광역시 동구 동부로 16길 18,대구광역시 동구 신천동 278,매일,35.87430058,128.6205438,35,농산물+축산물+가정용품,,,Y,N,1974,,2025-11-10,B553077,소상공인시장진흥공단
평화시장,상설장,대구광역시 동구 아양로 9길 6-6,대구광역시 동구 신암동 597-14,매일,35.88259424,128.6193963,72,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1974,053-942-1101,2025-11-10,B553077,소상공인시장진흥공단
동서시장,상설장,대구광역시 동구 아양로 37길51-1,대구광역시 동구 신암동 94-14,매일,35.88820415,128.6333749,75,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1970,053-951-3467,2025-11-10,B553077,소상공인시장진흥공단
목련시장,상설장,대구광역시 동구 반야월로30길 61-1,대구광역시 동구 신기동 271-2,매일,35.86998779,128.7046656,36,농산물+축산물+가공식품+의류+가정용품+음식점,,,Y,N,1990,,2025-11-10,B553077,소상공인시장진흥공단
반야월종합시장,상설장,대구광역시 동구 율하동로 143,대구광역시 동구 신기동 174-1,1일+6일,35.87240724,128.7024478,601,가공식품+의류+가정용품+음식점,,,Y,Y,1991,,2025-11-10,B553077,소상공인시장진흥공단
불로전통시장,상설장+5일장,대구광역시 동구 반야월로1길 7,대구광역시 동구 용계동 702-31,5일+10일,35.87460697,128.688976,87,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1930,,2025-11-10,B553077,소상공인시장진흥공단
방촌시장,상설장,대구광역시 동구 동촌로46길 2,대구광역시 동구 방촌동 1067-2,매일,35.88130271,128.6644257,98,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,,2025-11-10,B553077,소상공인시장진흥공단
화원시장,상설장,대구광역시 달성군 화원읍 비슬로512길 66,대구광역시 달성군 화원읍 천내리 892-1,1일+6일,35.8012506,128.4997345,37,농산물+가공식품+의류+신발+음식점,,,Y,Y,1914,053-644-8840,2025-11-10,B553077,소상공인시장진흥공단
현풍백년도깨비시장,상설장+5일장,대구광역시 달성군 현풍읍 현풍로 6길 5,대구광역시 달성군 현풍읍 원교리 12-5,5일+10일,35.69475898,128.4422247,81,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,www.hyunpungmarket.com,Y,Y,1918,,2025-11-10,B553077,소상공인시장진흥공단
논공중앙시장,상설장,대구광역시 달성군 논공읍 용호로2길 12,대구광역시 달성군 논공읍 북리 824-33,매일,35.72838389,128.4465885,37,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,Y,1996,,2025-11-10,B553077,소상공인시장진흥공단
월배신시장,상설장,대구광역시 달서구 월배로28안길 54,대구광역시 달서구 진천동 239-23,매일,35.813256,128.5278755,58,농산물+의류+음식점,,,N,N,2013,,2025-11-10,B553077,소상공인시장진흥공단
월배시장,상설장,대구광역시 달서구 월배로24길 13,대구광역시 달서구 진천동 241-3,매일,35.81407718,128.5273978,98,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1985,,2025-11-10,B553077,소상공인시장진흥공단
성서보성화성상가,상설장,대구광역시 달서구 계대동문로 99,대구광역시 달서구 이곡동 1191,매일,35.85566206,128.5041129,36,축산물+가공식품+음식점+근린생활서비스,,,Y,Y,1994,,2025-11-10,B553077,소상공인시장진흥공단
