관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
28110-00036,갯벌공원,근린공원,,인천광역시 중구 운남동 1711-62,37.48255921,126.5370957,23259,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00035,방죽공원,근린공원,,인천광역시 중구 중산동 1958-7,37.49281711,126.5721494,17404,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00034,월촌공원,근린공원,,인천광역시 중구 중산동 1912-1,37.50057434,126.5693242,45073,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00033,배곶공원,근린공원,,인천광역시 중구 중산동 1887-16,37.49334972,126.5652165,19304,,조합놀이대+그네+흔들놀이기구,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00032,선사공원,근린공원,,인천광역시 중구 중산동 1880-4,37.4951776,126.5549014,31629,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00031,구석말공원,근린공원,,인천광역시 중구 중산동 1871-6,37.48564112,126.5526025,10085,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00030,안양골공원,근린공원,,인천광역시 중구 운남동 1740-19,37.48359714,126.5450208,14543,,조합놀이대+그네+흔들놀이기구,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00029,큰말공원,근린공원,,인천광역시 중구 운남동 1680-4,37.4768762,126.5131651,10746,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00027,운남제1호공원,근린공원,,인천광역시 중구 운남동 1551,37.49088179,126.5310506,11065,,물놀이형 조합놀이대+그네+발물놀이터,화장실,,공원관리사무실,2003-08-04,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00026,진달래공원,어린이공원,,인천광역시 중구 운남동 1543,37.49209604,126.5283644,1500,,조합놀이대+흔들놀이기구,,,,2003-08-04,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00025,은방울공원,어린이공원,,인천광역시 중구 운남동 1533,37.49232952,126.5310761,1501,,조합놀이대+그네+시소,,,,2003-08-04,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00024,오가공원,어린이공원,,인천광역시 중구 운남동 1508,37.49505197,126.5308652,1503,,조합놀이대+시소,,,,2003-08-04,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00018,큰말공원,어린이공원,,인천광역시 중구 운서동 2915,37.48181912,126.5101199,2068,,조합놀이대+흔들놀이기구,,,,1998-07-03,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00017,용샘공원,어린이공원,,인천광역시 중구 운서동 2895-15,37.48459863,126.5122676,2805,,조합놀이대+시소,,,,1998-07-03,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00016,눈돌공원,어린이공원,,인천광역시 중구 운서동 2905,37.48422918,126.5090904,6166,,조합놀이대,,,,1998-07-03,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00015,뒷마루공원,근린공원,,인천광역시 중구 운서동 2788-5,37.49145945,126.4876069,12500,,,,,,1997-10-11,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00014,앞마루공원,근린공원,,인천광역시 중구 운서동 2787-4,37.49430175,126.4877598,13701,,,,,,1997-10-11,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00013,영마루공원,근린공원,인천광역시 중구 영종대로 77(운서동),인천광역시 중구 운서동 2709-1,37.49564134,126.4875425,60116,"풋살장, 축구장, 농구장, 트랙, 배드민턴장, 게이트볼장",조합놀이대+그네+시소,화장실,야외무대+도서관,공원관리사무실,1997-10-11,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00012,유수지공원,근린공원,인천광역시 중구 신도시북로 31-35(운서동),인천광역시 중구 운서동 2746-4,37.49966379,126.480475,58961,,,화장실,,세계평화의 숲 지킴터,1997-10-11,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00011,창포공원,어린이공원,,인천광역시 중구 운서동 2776-1,37.4923136,126.4844559,1523,,조합놀이대,,,,1997-10-11,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00010,나리공원,어린이공원,,인천광역시 중구 운서동 2747-7,37.4978014,126.4834584,2000,,조합놀이대+시소,,,,1997-10-11,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00066,영종하늘도시 12호,소공원,,인천광역시 중구 운서동 3044-1,37.49509062,126.4982615,1410,,,,,,2009-12-02,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00065,영종하늘도시 11호,소공원,,인천광역시 중구 운남동 1741-2,37.48247928,126.5421773,670,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00064,영종하늘도시 8호,소공원,,인천광역시 중구 운남동 1707-2,37.47564583,126.5228568,989,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00063,영종하늘도시 5호,소공원,,인천광역시 중구 운남동 1747-11,37.48280559,126.5458341,353,,,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00062,영종하늘도시 3호,소공원,,인천광역시 중구 운북동 1338-2,37.5055464,126.4992547,4517,,,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00061,영종하늘도시 2호,소공원,,인천광역시 중구 운남동 1660-1,37.48319647,126.5226911,1222,,,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00060,영종하늘도시 1호,소공원,,인천광역시 중구 운서동 3038-6,37.49567456,126.4999821,1230,,,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00059,비밀의벽공원,어린이공원,,인천광역시 중구 중산동 1887-7,37.49405819,126.5700345,6077,,조합놀이대,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00058,옹달샘공원,어린이공원,,인천광역시 중구 중산동 1903-9,37.49725951,126.5658659,6571,,조합놀이대+그네+흔들놀이기구+계류형 수경시설,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00057,인디언공원,어린이공원,,인천광역시 중구 중산동 1909-25,37.49926293,126.5673499,3323,,조합놀이대+그네,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00056,크라켄공원,어린이공원,,인천광역시 중구 운남동 1631-9,37.47154831,126.5206536,5805,,조합놀이대+그네+흔들놀이기구,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00055,캐리비안해적공원,어린이공원,,인천광역시 중구 운남동 1618-1,37.47173821,126.5156592,3555,,조합놀이대+그네+흔들놀이기구,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00054,기린공원,어린이공원,,인천광역시 중구 운남동 1657-36,37.482284,126.5254794,3400,,조합놀이대+그네+흔들놀이기구,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00053,비행기공원,어린이공원,,인천광역시 중구 운남동 1674-6,37.48083435,126.5184019,6247,,조합놀이대+그네+회전놀이기구+흔들놀이기구,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00052,꽃대궐공원,어린이공원,,인천광역시 중구 중산동 1894-15,37.49589133,126.5638693,1980,,조합놀이대+흔들놀이기구,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00051,철새공원,어린이공원,,인천광역시 중구 운남동 1757-7,37.48270765,126.5484128,2971,,조합놀이대+그네+흔들놀이기구,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00050,갯벌놀이공원,어린이공원,,인천광역시 중구 운남동 1750-12,37.48001373,126.5433825,2255,,조합놀이대+흔들놀이기구+회전놀이기구,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00049,착시나라공원,어린이공원,,인천광역시 중구 운서동 3110,37.48996059,126.4937786,2097,,조합놀이대,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00048,무지개길공원2,어린이공원,,인천광역시 중구 운남동 1690-14,37.48043144,126.5152632,3216,,조합놀이대+흔들놀이기구+회전놀이기구,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00047,무지개길공원1,어린이공원,,인천광역시 중구 운남동 1684-10,37.48145908,126.5133909,3717,,조합놀이대,,,,2007-11-06,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00046,지도여행공원,어린이공원,,인천광역시 중구 운서동 3083-10,37.49150465,126.5045792,5129,,조합놀이대+그네+회전놀이기구+흔들놀이기구,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00045,과일천국공원,어린이공원,,인천광역시 중구 운서동 3081-1,37.49335425,126.5061947,1663,,조합놀이대,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00044,우주탐험공원,어린이공원,,인천광역시 중구 운서동 3050-1,37.49402028,126.4977659,9020,,조합놀이대+흔들놀이기구+그네+오르는기구,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00043,잎새바람공원,어린이공원,,인천광역시 중구 운서동 3033-4,37.49699326,126.4994867,1641,,조합놀이대,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
28110-00042,날아라UFO공원,어린이공원,,인천광역시 중구 운서동 3034,37.49666953,126.5002014,5167,,조합놀이대+흔들놀이기구+그네,,,,2006-12-05,인천광역시 중구청,032-760-7778,2024-07-01,3490000,인천광역시 중구
41135-00014,황새울공원,체육공원,경기도 성남시 분당구 황새울로 287,"경기도 성남시 분당구 수내동 42, 43",37.383256,127.118142,37957,다목적체육관+풋살장,,화장실+주차장,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00013,중앙공원,근린공원,경기도 성남시 분당구 성남대로 550,"경기도 성남시 분당구 수내동 65, 66",37.380301,127.121173,420982.1,배드민턴장+게이트볼장+체력단련장,,화장실+전망대,야외공연장+지방문화재보호구역,동물놀이터,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00012,당골공원,근린공원,,경기도 성남시 분당구 분당동 37,37.372234,127.129797,31128.8,다목적운동장,,음수대+변소,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00011,맹산공원,근린공원,,경기도 성남시 분당구 분당동 64-1,37.369425,127.132883,103828.1,다목적운동장+체력단련장,,화장실,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00010,태현공원,근린공원,,경기도 성남시 분당구 분당동 88,37.369531,127.143577,16319.5,다목적운동장,놀이터,음수대+변소,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00010,태현공원,어린이공원,경기도 성남시 분당구 분당로311번길 10-3,경기도 성남시 분당구 분당동 162,37.367657,127.142446,1620,야외운동기구,어린이놀이터,벤치+파고라+음수전,,,1990-06-22,경기도 성남시 분당구 녹지공원과,031-729-7463,2025-11-11,3780000,경기도 성남시
41135-00009,점골공원,근린공원,,경기도 성남시 분당구 서현동 342,37.378120,127.140716,270243.9,체력단련시설+배드민턴장+게이트볼장,,주차장,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00009,점골공원,어린이공원,경기도 성남시 분당구 불정로 419,경기도 성남시 분당구 서현동 332,37.376943,127.139985,4487.5,,어린이놀이터,벤치+파고라,,,1990-06-22,경기도 성남시 분당구 녹지공원과,031-729-7463,2025-11-11,3780000,경기도 성남시
41135-00008,상희공원,근린공원,,경기도 성남시 분당구 야탑동 271,37.410918,127.141280,18143.7,다목적운동장,놀이터,,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00007,성지공원,근린공원,,경기도 성남시 분당구 야탑동 195-1,37.407998,127.157297,94597.4,,,,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00006,탑골공원,근린공원,경기도 성남시 분당구 야탑로 303,경기도 성남시 분당구 야탑동 195,37.406570,127.151696,358629.6,다목적운동장+배구장,,화장실,어린이집,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00006,탑골공원,어린이공원,경기도 성남시 분당구 탑골공원길 20,경기도 성남시 분당구 야탑동 521,37.408174,127.136310,4314.6,야외운동기구,어린이놀이터,벤치,,,1990-06-22,경기도 성남시 분당구 녹지공원과,031-729-8094,2025-11-11,3780000,경기도 성남시
41135-00004,서현공원,근린공원,,경기도 성남시 분당구 이매동 산57,37.390181,127.129690,97877.8,골프연습장,,주차장,,,1972-11-03,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00004,서현공원,어린이공원,,경기도 성남시 분당구 서현동 89-6,37.382087,127.127099,11273.5,야외운동기구,어린이놀이터,벤치+파고라+화장실,,바닥분수,1990-06-22,경기도 성남시 분당구 녹지공원과,031-729-7463,2025-11-11,3780000,경기도 성남시
41135-00002,율동공원,근린공원,경기도 성남시 분당구 문정로 145,경기도 성남시 분당구 율동 311,37.380792,127.152097,889863.7,배드민턴장+국궁장+체력단련장,번지점프장+어린이놀이터,주차장+화장실+광장휴게소,책테마파크+자연학습장+야외무대,동물놀이터,1972-11-03,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41133-00055,하이테크밸리 근린공원,근린공원,,경기도 성남시 중원구 상대원동 152-1,37.436441,127.167580,76658,"야외운동기구, 배드민턴장, 농구장, 게이트볼장, 다목적운동장",어린이놀이시설,"휴게쉼터, 벤치, 화장실, 주차장",야외무대,,2024-07-29,경기도 성남시 공원과,031-729-4274,2025-11-11,3780000,경기도 성남시
41133-00054,금상소공원,소공원,,경기도 성남시 중원구 금광동 1007,37.441782,127.163499,1305.6,,,,,,2024-03-21,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
41133-00053,금상어린이공원,어린이공원,,경기도 성남시 중원구 금광동 1625,37.443769,127.162335,8749.7,,어린이놀이터,벤치+파고라,,,2024-03-21,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
41133-00052,박석어린이공원,어린이공원,,경기도 성남시 중원구 금광동 499,37.443890,127.165608,4015,,어린이놀이터,벤치+파고라,,,2024-03-21,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
41133-00051,제일어린이공원,어린이공원,경기도 성남시 중원구 광명로 192,경기도 성남시 중원구 중앙동 3004,37.439525,127.148875,6134,,어린이놀이터,벤치+파고라,,,2023-09-25,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
41133-00050,단남소공원,소공원,,경기도 성남시 중원구 금광동 1004,37.442322,127.163256,401.2,,,,,,2017-08-21,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
41133-00049,여수지구 제1호공원,소공원,,경기도 성남시 중원구 하대원동 16,37.427879,127.132919,2673.1,,,벤치+파고라,,,2015-12-24,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
41133-00048,은행제16호공원,소공원,,경기도 성남시 중원구 은행동 2506,37.455796,127.168016,605.7,야외운동기구,,벤치,,,2014-12-26,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
41133-00047,은행제15호공원,소공원,,경기도 성남시 중원구 은행동 2519,37.454410,127.163569,646.8,,,,,,2014-12-26,경기도 성남시 중원구 도시미관과,031-729-6452,2025-11-11,3780000,경기도 성남시
52710-00054,용소공원,소공원,,전북특별자치도 완주군 이서면 용서리 831-1,35.83331364,127.023584,1512,,,파고라 2+평의자 6+등의자 2,,방범용 cctv 1,2010-12-31,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00053,정농통일공원,소공원,전북특별자치도 완주군 이서면 농생명로 99,전북특별자치도 완주군 이서면 반교리 716,35.83547585,127.033992,1882,야외운동기구 4,,파고라 2+평의자 6+등의자 2,,방범용 cctv 1,2010-12-31,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00052,정농함박골공원,소공원,,전북특별자치도 완주군 이서면 반교리 715,35.83777547,127.0232659,1883,야외운동기구 4,,파고라 2+평의자 6+등의자 2,,방범용 cctv 3,2010-12-31,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00051,참사랑공원,소공원,,전북특별자치도 완주군 삼례읍 삼례리 1689-19,35.9116689,127.0773335,4459,,,,,,2009-09-04,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00050,서여공원,소공원,,전북특별자치도 완주군 삼례읍 삼례리 1656-3,35.9175984,127.073193,1476,,,,,,2009-05-22,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00049,고산어린이공원,어린이공원,전북특별자치도 완주군 고산면 읍내5길 19-1,전북특별자치도 완주군 고산면 읍내리683-1,35.97597896,127.209547,8019,,,,,,2008-03-04,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00048,삼례충혼탑어린이공원,어린이공원,,전북특별자치도 완주군 삼례읍 삼례리 1429-30,35.90801738,127.0716715,6159,,,,,,2008-03-04,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00047,깡쇠어린이공원,어린이공원,,전북특별자치도 완주군 삼례읍 삼례리 1656,35.91778414,127.0729496,2250,,,,,,2008-03-04,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00046,장기늘푸름공원,어린이공원,,전북특별자치도 완주군 봉동읍 장기리 1129-27,35.9364634,127.1654274,3707,야외운동기구 6,,파고라 2+평의자 14,,방범용 cctv 3,2008-03-04,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00045,만경강수변생태공원,수변공원,,전북특별자치도 완주군 고산면 읍내리 900,35.97450949,127.2030509,54020,야외운동기구 10,,파고라 1+평의자 20,,방범용 cctv 3,2008-03-04,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00044,소예공원,소공원,,전북특별자치도 완주군 봉동읍 장구리 582-11,35.9718315,127.113905,9092,,,,,,2008-03-04,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00043,찬누리공원,근린공원,,전북특별자치도 완주군 봉동읍 장구리 600,35.9767881,127.1173621,17775,,,,,,2008-03-04,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00042,우주공원,근린공원,,전북특별자치도 완주군 봉동읍 장구리 602,35.97337174,127.1124526,20388,,,,,,2008-03-04,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00041,수도산근린공원,근린공원,,전북특별자치도 완주군 삼례읍 후정리 123-42,35.9010944,127.0690832,29000,야외운동기구 5,유아시설,팔각정1+ 파고라 1,통나무의자 26+ 앉음벽의자 84m,,2008-03-04,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00040,용암소공원,소공원,,전북특별자치도 완주군 봉동읍 용암리 81-1,35.96010717,127.1343031,2770,,,,,,2008-03-04,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00039,새누공원,수변공원,,전북특별자치도 완주군 구이면 원기리 1260,35.72921777,127.1236426,13960,등의자 6,,,,방범용 cctv 2,2008-03-04,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00038,고산문화공원,문화공원,전북특별자치도 완주군 고산면 고산휴양림로 89,전북특별자치도 완주군 고산면 오산리 808,35.97398096,127.2315259,174246,,,,,,2008-02-15,,,2024-01-29,4721000,전북특별자치도 완주군
52710-00037,기차공원,어린이공원,,전북특별자치도 완주군 이서면 용서리 761-5,35.83089165,127.018643,1512,,어린이놀이터,파고라 2+평의자 6+등의자 2,,방범용 cctv 2,2008-01-03,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00036,씽씽공원,어린이공원,,전북특별자치도 완주군 이서면 용서리 767-6,35.8306749,127.0215346,1512,,어린이놀이터,파고라 2+평의자 6+등의자 2,,방범용 cctv 2,2008-01-03,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00035,비행기공원,어린이공원,,전북특별자치도 완주군 이서면 용서리 771-14,35.8308576,127.0234643,2207,,어린이놀이터,파고라 2+평의자 6+등의자 6,,방범용 cctv 2,2008-01-03,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00034,병아리공원,어린이공원,,전북특별자치도 완주군 이서면 갈산리 656-2,35.8335799,127.0540985,1528,지압로 23㎡,어린이놀이터,파고라 1+평의자 3,,방범용 cctv 2,2008-01-03,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00033,산들공원,어린이공원,,전북특별자치도 완주군 이서면 갈산리 641-20,35.8391906,127.0541614,1897,지압로 32㎡,어린이놀이터,파고라 2+평의자 6+등의자 6,,방범용 cctv 2,2008-01-03,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00032,노을공원,근린공원,,전북특별자치도 완주군 이서면 반교리 723,35.83169047,127.0343136,26821,야외운동기구 14,,파고라 10+평의자 39+등의자 16,,방범용 cctv 2,2008-01-03,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
52710-00031,윤슬공원,근린공원,전북특별자치도 완주군 이서면 혁신로 181-101,전북특별자치도 완주군 이서면 금평리 789,35.83203568,127.0474664,23440,야외운동기구 12,,파고라 8+평의자 17+등의자 15,,방범용 cctv 2,2008-01-03,전북특별자치도 완주군청 건설도시과,063-290-3813,2024-01-29,4721000,전북특별자치도 완주군
41135-00024,석촌공원,근린공원,,경기도 성남시 분당구 구미동 217,37.336733,127.119794,18863.7,,,,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00023,진고개공원,근린공원,,경기도 성남시 분당구 구미동 209,37.335409,127.114600,21059.1,놀이터,,,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00022,오리공원,근린공원,,"경기도 성남시 분당구 구미동 193-1, 2",37.341382,127.111944,30775,다목적운동장,놀이터,화장실,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00022,오리공원,어린이공원,,경기도 성남시 분당구 구미동 114,37.344557,127.114146,5780.2,야외운동기구+다목적운동장,어린이놀이터,벤치+파고라+음수전,,바닥분수,1991-01-08,경기도 성남시 분당구 녹지공원과,031-729-7463,2025-11-11,3780000,경기도 성남시
41135-00021,벌말공원,근린공원,,경기도 성남시 분당구 구미동 67,37.348123,127.115299,12040.7,,놀이터,,야외무대,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00021,벌말공원,어린이공원,경기도 성남시 분당구 미금일로86번길 24-9,경기도 성남시 분당구 구미동 51,37.347646,127.110859,1790,야외운동기구,어린이놀이터,벤치+파고라+음수전,,,1991-01-08,경기도 성남시 분당구 녹지공원과,031-729-7463,2025-11-11,3780000,경기도 성남시
41135-00020,머내과학기술공원,근린공원,,경기도 성남시 분당구 구미동 19,37.346658,127.106381,165712.5,게이트볼장+배드민턴장,,,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00019,금곡공원,체육공원,경기도 성남시 분당구 금곡로 298,경기도 성남시 분당구 정자동 183-1,37.356898,127.109197,18148.5,인공암벽+다목적체육관+체력단련시설,,화장실+멀티비전,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00018,주택공원,근린공원,경기도 성남시 분당구 불정로 50,경기도 성남시 분당구 정자동 253,37.357594,127.112502,212563.3,테니스장 배구장,,주차장+휴게음식점,전시관,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00017,정자공원,근린공원,,경기도 성남시 분당구 정자동 252,37.355692,127.121471,215106.7,게이트볼장+배드민턴장,어린이놀이터,팔각정자,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00016,능골공원,근린공원,,경기도 성남시 분당구 정자동 103,37.370402,127.116741,30590.2,다목적운동장+체력단련장+인라인스케이트장,물놀이장,음수대+화장실,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00015,마루공원,근린공원,경기도 성남시 분당구 분당수서로 544,경기도 성남시 분당구 수내동 49-1,37.380603,127.111457,25493.9,다목적운동장,,주차장,,,1990-06-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00037,판교제11호(판교테크노파크)공원,근린공원,경기도 성남시 분당구 판교역로 203,경기도 성남시 분당구 삼평동 669,37.398902,127.109227,15437.3,,,,어린이집,,2006-03-22,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00036,판교제10호(낙생대)공원,근린공원,경기도 성남시 분당구 판교역로 75,경기도 성남시 분당구 백현동 523,37.387522,127.107671,428698,체력단련장,놀이터,주차장,도서관+박물관+기념비+어린이집,,2004-12-30,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00035,판교제9호(나들이)공원,근린공원,,경기도 성남시 분당구 백현동 542-1,37.394733,127.114913,28992.4,체육시설물,,관리사무실,야외학습장,,2004-12-30,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00034,판교제8호(화랑)공원,근린공원,경기도 성남시 분당구 대왕판교로 609,경기도 성남시 분당구 삼평동 637,37.397080,127.106232,118923.6,체력단련장+배드민턴장+인라인스케이트장,,화장실+음수전,생태학습원+야외음악당,,2004-12-30,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
41135-00033,판교제7호(송현)공원,근린공원,,경기도 성남시 분당구 삼평동 717-2,37.409025,127.116940,39233.5,체력단련장+게이트볼잘,,벤치+파고라,야생초화원,,2004-12-30,경기도 성남시 공원과,031-729-4382,2025-11-11,3780000,경기도 성남시
